telehaii0393,2013-10-08,01:40:00,19012,"สถาบันสารสนเทศทรัพยากรน้ำและการเกษตร (องค์การมหาชน)",ดงเสลา,2.6,14.764400,99.085300,71,กาญจนบุรี,ศรีสวัสดิ์,นาสวน,"2 ",ภาคกลาง,มม.,,,,14,1406
telehaii0364,2013-10-08,02:50:00,19012,"สถาบันสารสนเทศทรัพยากรน้ำและการเกษตร (องค์การมหาชน)",สระโบสถ์,2.6,15.194200,100.760000,16,ลพบุรี,หนองม่วง,ชอนสารเดช,"2 ",ภาคกลาง,มม.,,,,10,1003
telehaii0740,2013-10-08,23:40:00,19012,"สถาบันสารสนเทศทรัพยากรน้ำและการเกษตร (องค์การมหาชน)",ชุมชนบ้านเหมือง,2.4,5.923700,101.126000,95,ยะลา,เบตง,อัยเยอร์เวง,"5 ",ภาคใต้,มม.,,,,99,9999
telehaii0456,2013-10-08,06:30:00,19012,"สถาบันสารสนเทศทรัพยากรน้ำและการเกษตร (องค์การมหาชน)",แหลมกรวด,2.4,7.972400,99.025200,81,กระบี่,เหนือคลอง,คลองขนาน,"5 ",ภาคใต้,มม.,,,,25,2507
telehaii0249,2013-10-08,12:50:00,19012,"สถาบันสารสนเทศทรัพยากรน้ำและการเกษตร (องค์การมหาชน)",เขื่อนสิริกิติ์,2.4,17.765500,100.582000,53,อุตรดิตถ์,ท่าปลา,ผาเลือด,"3 ",ภาคเหนือ,มม.,,,,09,0907
telehaii0424,2013-10-08,02:50:00,19012,"สถาบันสารสนเทศทรัพยากรน้ำและการเกษตร (องค์การมหาชน)",บ้านใหม่สำเร็จกิจ,2.4,14.412300,102.859000,31,บุรีรัมย์,ละหานทราย,สำโรงใหม่,"4 ",ภาคตะวันออกเฉียงเหนือ,มม.,,,,05,0508
telehaii0417,2013-10-08,14:00:00,19012,"สถาบันสารสนเทศทรัพยากรน้ำและการเกษตร (องค์การมหาชน)",บ้านจะโปร่ง,2.4,13.182500,99.680400,76,เพชรบุรี,หนองหญ้าปล้อง,หนองหญ้าปล้อง,"2 ",ภาคกลาง,มม.,,,,19,1903
telehaii0446,2013-10-08,00:20:00,19012,"สถาบันสารสนเทศทรัพยากรน้ำและการเกษตร (องค์การมหาชน)",ชัยบุรี,2.4,8.460370,99.083300,84,สุราษฎร์ธานี,ชัยบุรี,ชัยบุรี,"5 ",ภาคใต้,มม.,,,,22,2205
telehaii0413,2013-10-08,08:50:00,19012,"สถาบันสารสนเทศทรัพยากรน้ำและการเกษตร (องค์การมหาชน)",เขื่อนเพชร,2.2,12.971400,99.901100,76,เพชรบุรี,ท่ายาง,ท่ายาง,"2 ",ภาคกลาง,มม.,,,,19,1904
telehaii0060,2013-10-08,02:50:00,19012,"สถาบันสารสนเทศทรัพยากรน้ำและการเกษตร (องค์การมหาชน)",เขื่อนเจ้าพระยา,2.2,15.166400,100.168000,18,ชัยนาท,เมืองชัยนาท,บ้านกล้วย,"2 ",ภาคกลาง,มม.,,,,10,1003
